sentence	error label	split	label
Jag förstår precis vad du känner men , tro mig , din hårda tid kommer att försvinna efter en jatte kort tid .	O-Comp	train	1
Jag tycker att ni ska införa mer prov i skolan på SFI , annars klarar de inte sig själva i framtiden .	L-W	train	0
De ungas entusiasm och energi tillsammans med de gamlas visdom och erfarenhet .	L-W	train	0
Kläderna är för de sistnämnda tecken på rikedom eller en fråga om klass eller social tillhörhet .	L-W	train	0
Så privat samtal blev offentliga i butikslokalerna och man måste vakta sin tunga i samtalen .	O-Comp	train	1
Vi lever numera i en värld där våra yngsta och nublivande vuxna , de som föddes efter 1998 , aldrig har känt till en värld utan Google , utan Internet .	L-Der	train	1
Därför måste föräldrarna vänta tills de blir myndiga .	L-W	train	0
Om man tänker låta underåriga ha rösträtt i framtiden , alltså sänka gränsen , så borde man först vara informerad om vad de unga är medvetna om , vad det är som påverkar dem och vad det skulle ha för konsekvenser om barn tillåtna att rösta .	L-Der	train	1
Den bästa tiden på dagen när du är klädd i de vita badkläderna och bjuder mig att dyka tillsammans lite grann .	L-Der	train	0
Rolig och tänkar tagande .	L-W	train	1
Sedan bestämmer de sig för att gifta sig , och på bröllopet berättar Magnus att Nadja tidigare har haft en plan att gifta sig med vem som helst på grund av adoptionsprocessen , och Jocke blir arg .	L-W	train	0
Ett annat exempel på fördelar och nackdelar med att behålla den obligatoriska svenskundervisningen i Finland hittar vi i texten " Tre röster om svenskans ställning i Finland " ( Parnass 2013:3 ) .	L-W	train	0
Utan sådana hinder kan företagen utveckla sig snabbare , nå högre inkomster och i sin tur bidra till att förbättra den ekonomiska situationen i själva landet genom att betala högre skatter .	L-Der	train	0
Ming bodde i hotellet som isolering , han tittade på tv , spelade dator , chattade med vänner …  allt gjorde han på internet .	L-W	train	1
Det finns viktiga och logiska argument för både sidor av denna diskussion och det är svårt att veta vilket beslut som skulle påverka demokratin på det bästa sättet .	L-Der	train	1
Jag tycker att Sund är en stigande stad och det är svårt att hitta något kul att göra på helgen eller med sina vänner , eller vad som helst !	L-W	train	0
Jag tycker att att en person borde motsvara den plats där han bor eller arbetar , därför att det innebär respekt för de allmänna reglerna .	L-W	train	1
Där spelar jag och mina klasskamrater olika aktiviteter med vår lärare .	L-W	train	1
Millennials har vuxit upp på en period av ekonomisk välfärd i länderna i den första världen .	L-W	train	1
I alla fall väntade jag på honom i fyra år .	L-W	train	0
För att sammanfatta , ditt val av kläder ger människor det första intrycket av dig men kläder spelar också en större roll i livet : att representera din kultur och din personlighet .	L-W	train	0
Därefter inträffade en revolution inom kommunikationsområdet i det tjugonde och tjugoförsta århundradet , såsom uppfinningen av tv och utvecklingen av internet i hela världen .	L-W	train	0
Eftersom de är nära vänner för oss så är det inte så bra om vi ger present pengar i dem , jag tror att de kommer att tro att vi inte menar dem väl .	L-W	train	1
Åh vad jag blev glad när jag fick veta att du ska gifta dig .	L-W	train	0
Det var en skön sommar kväll för två år sedan .	O-Comp	train	1
Banta inte med sociala medier .	L-W	train	0
Jag har planerat att börja en engelska kurs därför att jag har hittat ett jobb men de sa att jag måste lära mig engelska .	O-Comp	train	1
Du är inte ensam i den nya stan , du har mycke nya vänner från olika länder .	L-W	train	1
Dessutom tycker jag att du ska prata mer , kanske de är rädda pa dig .	L-W	train	1
␤ Som Björkqvist skriver i Språkporten på texten Ny syn på tid och rum : ␤ ( Strindbergs roman Röda rummet kom 1879 .	L-W	train	1
T.ex. i anslaget till filmen Modig ser vi hur stark relationen är mellan Merida och hennes föräldrar , men eftersom att hennes mamma vill ha en sak och Merida vill ha en annan sak så uppstår det en konflikt och relationen blir svagare .	L-W	train	0
Det kommer mycket avgaser från dem , då blir luften dålig och inte bra för andningen och lungorna .	L-Der	train	0
I allmänhet behöver människor kommunikation med varandra för många olika ändamål , bland annat för att få insikt om varandras situationer , utbyta information och kunskap mellan sig och dessutom utväxla viktiga nyheter om saker som äger rum i olika regioner i världen .	L-W	train	0
Därför tycker jag att ni ska ge en bok .	O-Comp	train	0
Men det är svårt för mig , jag behöver pengar för att leva och betala för mitt hus .	L-Der	train	0
Så hon kommer att bli jätteglad att vi hälsar på och köper en matta till dem , och den här presenten blir jättespeciell för dem också !	O-Comp	train	0
Jag tror att nästan alla svaren är mobilen eller datorn eftersom vi är beroende av mobilen eller datorn i hela vårt liv .	L-W	train	1
Det finns en lekpark , och gratis parkering utanför .	O-Comp	train	0
Jag tycker att det är omoraliskt och fusk att betala svart för en tjänst eftersom man inte köper tjänster av någon som sköter redovisning , betalar skatter och avgifter även om svarta tjänster kan ge eller spara pengar , men man bör tänka på att det bara är för stunden och därför blir det dyrare i framtiden .	L-W	train	0
Så småningom tåg Cims behandling och blev frisk .	L-W	train	1
En del människor kände andliga upplevelser med cirklarna och de trodde att det var bevis på att det finns utomjordiska varelser , andra hörde budskap när de var inne i en av cirklarna .	L-W	train	1
På sommaren ville de resa till Grekland och de var oroliga om valparna .	L-W	train	1
Minnnena återvänder till barndomslägen .	L-W	train	1
I en annan text , " Tre röster om svenskans ställning i Finland " ( Parnass 2013:3 ) , som är skriven av författaren Catharina Söderbergh , beskriver författaren de tre olika inställningar som finns till svenska i Finland .	L-W	train	0
Jag lovar pappa att du kommer att bli glad för mina studier .	L-W	train	0
De var oroliga att hela samhället skulle splittras till kaos utan en stark moralkompass .	O-Comp	train	0
Nu är det så enkelt att kommunicera med vänner , släktingar och familj eller sända något som är viktigt , grejer eller hälsan för att vetenskapen har utvecklats .	L-Der	train	1
Om du är intresserad av att träffa nya vänner , kan du prata med dem , eller bjuda hem dem till dig .	L-W	train	0
Finns det många fel eller problem i regeringen kommer folket leta efter en lösning och denna lösning kan möjligen vara åldersgränsen för att få rösta .	L-Der	train	0
Kungen lyckas , med hjälp av andra folk , fånga henne och vill döda henne , men plötsligt kommer en stor verklig björn och de lyckas döda den stora björnen med hjälp av mamma björn .	L-W	train	1
För det första kan eleverna inte sitta med varandra och diskutera på svenska utanför klassrumet eftersom de inte har plats för det .	L-W	train	0
Under hela sina liv får kvinnor inte bestämma själva om sina liv i mitt hemland .	L-W	train	0
Eftersom mannen behöver kommunicera har hon arbetat för att utveckla detta sätt att kommunicera med andra .	L-W	train	1
␤ Avgäser problemet kan lösas genom att vi börjar att köra elbilar .	O-Comp	train	1
Jag studerar på Sfi och tycker om det eftr som min lärare är snäll .	O-Comp	train	1
Till den uppmaningen vill jag ansluta , därför att jag tycker att unga , som kommer från skolan , inte har några erfarenheter av arbetsmarknaden , men att de kan lära sig detta .	L-Der	train	0
Vi har ett stort vardagsrum med plats för äter , och vi har ett bra sovrum med balkong .	L-W	train	1
I artikeln " Svenska tynar i Finland " ( Forskning & Framsteg 2009:2 ) skriver Cecilia Christer Riad att svenska språket nu befinner sig i ett trängt läge trots att Finland var en del av Sverige under 600år och att svenskan haft status som nationalspråk i Finland .	O-Comp	train	1
Det är mitt förslag och jag hoppas att vi kan komma överens på någonting så fort som möjligt .	L-W	train	1
Man betalar mycket på vintern , vilket är det samma som i Sverige .	L-W	train	1
Under 1900-talet , närmare bestämt 1923 , blev den första växeln automatisk i Stockholm .	L-W	train	0
Detta tema syns i handlingen , till exempel i början av handlingen så är det familjen som startar problemet på av grund traditionellt och påverkar hans liv vilket leder till de olyckliga resultaten i slutet av handlingen .	L-Der	train	1
Jag är också stolt över min hemstad , den är hem för B-institution , B-land-gen äldsta fotbollslag !	L-W	train	0
Valparna var jättesmå så de kunde inte gå .	L-W	train	0
Efteråt berättar Björkqvist ( 2012 ) om de första mobila telefonerna som kom till Sverige under 50-talet .	L-W	train	1
Jag tycker om platsen där jag bor , den har en köpa mat , ett litet centrum , en förskola , en vårdcentral .	L-W	train	1
Jag tycker att man får klä sig så det passar för situationen och är bekvämt .	L-W	train	0
År 2012 var antalet smarta telefoner som användes i Sverige 3,3 miljoner och människor använde dem till ” allt ” , anger Åström .	L-W	train	1
Man kan dela vad man gör just nu eller se vad ens kompisar gör och kommentar det för dem .	L-Der	train	1
Jag tycker att det finns fördelar och nackdelar för att sociala medier är mycket bra för mitt liv om jag avsätter en avpassad tid till social medier , och tvärtom är det inte bra om till exempel föräldrar inte har tid att äta lunch eller middag ( Lerner 2012 ) med familjen eftersom de är upptagna hela tiden på sociala media .	L-W	train	1
Jag heter $$$$$$$$$$$ och jag studerar svenska på D-kursen på SFI-skolan .	O-Comp	train	0
I Sverige har t.ex. människor rätt till 12 timmars arbetsdag , en ganska hög lön och människor kan välja vilket parti som ska representera dem i riksdagen , och dessutom känner folk att de är lika värda .	L-W	train	0
För ungefär ett och ett halvt år sedan började jag gå till kyrkans språkcafé .	O-Comp	train	0
En sak som var dåligt var att eleverna ordnade kalaset utan vuxna , så mitt förslag är att vuxna ska hjälpa eleverna när de gör ett kalas i framtiden .	L-W	train	0
Hur det är nu och hur det var förr i tiden har förändrats väldigt på olika sätt .	L-W	train	1
Detta leder till motstånd från landets folk som ser negativt på regeringens maktfullkomliga metod .	L-W	train	0
I det här mejlet vill jag hjälpa dig så att det ska gå bra på din arbetsintervju .	L-W	train	0
Efteråt började prinsessan personlighet förändras till det bättre , och hon blev snäll och älskade sin dotter .	L-W	train	1
Det ser man tydligt i denna historia när lillasyster tar sig till storasysterns is slott och inte kan övertala sin syster .	O-Comp	train	1
På den uppmaningen vill jag ansluta , därför att jag tycker att unga , som kommer från skolan , inte har några erfarenheter av arbetsmarknaden , men att de kan lära sig detta .	L-W	train	1
Förut utbytte människor information genom post eller samtalade bara ansikte mot ansikte , men 1877 utgjorde en milstolpe i utbytet av information i Sverige på grund av de telefonlinjer som uppfanns av Bell 1876 .	L-W	train	1
Jag började på ett MS-program i botanik för 6 månader sedan , och jag har anmält mig till vårens kurs som såg jag på er webbplats .	L-W	train	0
De blir udda bland alla och de undrar varför de ska ha det så här när alla deras kompisar leker som de vill .	L-W	train	0
Och så den där kärlekssången som de båda sjöng när de längtade efter varandra .	L-Der	train	0
Det ligger på samma gata , precis utanför mitt fönster rakt över gatan .	L-W	train	0
Texten " Norge mot Noreg " är en text från Språktidningen 2009:3 av författaren Andreas Hermansson som beskriver språksituationen för Norges två största språk norskt bokmål och nynorska som är ett minoritet språk i Norge .	L-Der	train	1
Det var också bra att boken var en så bra läsa-lätt-roman .	L-Der	train	0
Det såg man tydligt eftersom storasystern låtsades inte bry sig om sin lillasyster för att inte skada henne , och lillasystern trodde alltid att hennes storasyster på något sätt hatade eller ogillade henne  .	L-W	train	0
Nej , i Sverige är det inte så här , därför att här finns frihet för alla .	L-W	train	0
Ska jag bli smittad av coronaviruset här ?	L-Der	train	0
Hon tycker att hon är farlig , därför stänger hon in sig i sitt rum .	O-Comp	train	0
Varje dag jobbar jag som läkare och åker dit bara på helgen .	L-W	train	0
När jag hade 21 träffade jag min första kärlek .	L-W	train	1
Det allra bästa var att jag kunde se det med mina barn , så vi hade en rolig stund då , och det var en stor fördel för mig att det var ett svenskt program , för jag behöver träna svenska .	L-W	train	0
Man behöver bo på ett lugnt och tryggt ställe där man kan gå runt utan stress .	L-W	train	0
␤ • 1957 kom de första mobil telefonerna ( 26 st. ) .	O-Comp	train	1
Kläderna tillåter dem att skicka ett hemligt budskap till sin omgivning och används som ett kommunikationsverktyg .	L-W	train	0
Uppfinningen av telefonen har förändrat sättet att leva i världen med utbyggnaden av nätverk runt om i världen med tillägg av radionät till telefonernas funktion .	L-W	train	0
Sist men inte minst kan arbetsmoral upprepas i kursen .	L-W	train	1
Jag satte mig och så började filmen .	L-W	train	0
Problemet består väldigt länge och det blir bara värre och värre så att det förstör relationerna i hans familj och hans relation med sin nuvarande tjej .	L-W	train	0
Hon lärde dem att arbeta och ta hand om hushållsuppgifter ; men när barnen hade fritid och lekte , övervakade mamman dem inte .	L-W	train	0
Å andra sidan har nynorskan en obligatorisk examen på skolan , men det gäller inte för finlandssvenskan .	L-W	train	1
Det är också viktigt att man kan investera sina pengar , därför att det är billigare att använda cykel istället för bil .	L-Der	train	0
Också det som hände henne i skolan , att hon blev mobbad bara för att hon inte var som de andra , och att man ser människor på olika sätt och har olika attityd till olika människor , och att man tycker att han är dålig och hon är bra även fast man inte känner de här personerna , man gissar bara , det förekommer också i mitt hemland , att se människor på det här sättet .	L-W	train	0
I den nya uppfostran ( som Astrid Lindgren beskriver ) behandlar föräldrarna sina barn med kärlek , trygghet och frihet .	L-Der	train	0
I Sverige får man olika bra bidrag , man får olika hjälp från ett barns föddelseldag till döden .	L-W	train	1
Jag tycker inte att bilar är så bra om man tänker på vad de gör med oss och till samhället .	L-W	train	1
Livet innehåller ju konflikt , lycka , sorg med mera , men dessa litteraturen kan lära oss att förstå livet och hur man kan bete sig för att inte hamna på fel sida eller olyckligt i livet .	L-W	train	1
Då stöttar man inte de stora fast-fashion industrier som skadar miljön , och därför köper jag second-hand så ofta som jag kan .	L-FL	train	1
Efter det ser man två huvud karaktärer som heter Anna och Elsa .	O-Comp	train	1
1957 fanns 26 stycken i landet , och därför skaffade jourläkare moderna i Stockholm .	L-W	train	0
Detta leder till motstånd från landets folk som ser negativt på regeringens maktfullkomliga metod .	L-W	train	0
Ta ansvar när du är hemma , till exempel med tvätt och städd , för din man blir trött efter jobbet och kan inte tvätta och diska när han kommer hem .	L-Der	train	1
Vi var tillsammans tills hon började på universitetet .	L-W	train	0
Du bor i ett roligt område med fina grannar .	L-W	train	0
Pengarna som vi tänkte ge bort i present kan vi använda på ett bra sätt .	L-W	train	0
Men det är också helt sjukt hur mycket pengar man brukar spendera på nya , ofta onöjda , kläder .	L-W	train	1
I den tredje artikeln , " Svenskan rött skynke i Finland " ( Parnass 2013:3 ) , där berättar Matts Lindqvist om att hatet som finns mot finlandssvenska eller svenska språket inte är ett resultat av partiet Sannfinländarna , det är ett resultat av lagstiftningen .	L-W	train	0
Avslutningsvis skulle jag vilja framhäva att det viktigaste när man röstar är ansvarstagande , kritiskt tänkande och intresse för samhällets framtid .	L-W	train	0
Även om de fick rösta , hur mycket skulle de vara påverkade av föräldrarna som därtill har tagit varje viktigt beslut i deras liv ?	L-W	train	1
De kallade A-stad främmande , och A-stad är en stad som de bodde nära .	L-Der	train	0
Alla började att dissa honom och ville inte ens bjuda honom på lunchen , och till slut gifte han sig med sin kusin och sedan åkte han tillbaka till Sverige .	L-W	train	0
Till att börja med måste vi först och främst få en snabb överblick över vilka beståndsdelar ett litterärt verk består av och vad de olika delarna berättar för oss .	L-W	train	0
Däremot händer det i några länder att politiker visar självhävdelse och utnyttjar sin position i hierarkin .	L-W	train	0
Till sist slutar kaffet i kaffeautomaten ofta slut fort vilket är en besvikelse .	L-W	train	1
Det är ju viktigt för mig att jag går till skolan varje dag för att jag har några planer på framtiden så jag vill gärna lära mig svenska så att jag kan fortsätta med att både studera och arbeta i Sverige .	L-W	train	1
Hon är 45 år nu och har varit anmäld i kön i fyra år för att adoptera en liten unge från Kina .	L-W	train	0
Dessa verk kan vara både en varning och en lärdom för dagens samhälle och föräldrar .	L-Der	train	0
Ett tidigare nämnt problem som nynorskan i Norge har tas upp i artikeln " Obligatoriska språkprov sliter på norsk tvåspråkighet " av Bengt Östling ( 11.11.2013 ) , där han har jämfört "tvångssvenska"-debatten i Finland med nynorska-debatten i Norge .	O-Comp	train	0
I litteraturens olika sätt att beröra allmänhiskliga teman kan vi hämta livsläxor och kunskaper som låter oss förstå vår värld och oss själva bättre .	L-W	train	1
Därför ska inspektörerna ha modet att kommunicera sanningsenligt vad de egentligen konstaterade vid inspektionen , och de ska berätta för alla hur mycket cola vi får konsumera .	L-Der	train	0
Till exempel , köp några vackra blommor till honom när du handlar på helgen , för blommor brukar visa en bra kärlekssyn på många relationer .	L-W	train	1
Dessutom köper jag inte kläder så ofta , men när jag gör det det är det viktigt för mig att kläderna känns bra och bekväma i mitt kropp så att jag kan använda dem till vardags , och även att de har ett lågt pris .	L-W	train	1
Det finns många affärer och resturanger nära , och Skolgatan tunnelbana station ligger  bara 200 m bort att promenera till .	L-Der	train	1
För det första , om man har full kunskap av språket , då har man allt för livet som invandrare .	L-W	train	1
Litteraturen kan öva vår empatiska förmåga genom att låta oss helt ingå i någon annans tankevärld .	L-Der	train	1
Om man vill visa sin individuella stil med kläder dä är det bra , tycker jag .	L-W	train	1
Trots att kläder har blivit mindre viktigt i mitt liv , är det också rätt att säga att man måste tänka på hur man klär sig ibland .	L-W	train	0
Jag tänker på henne kanske två eller tre gånger i dagen , men nu har hon en pojkvän och hon ser glad ut och därför är jag också glad för hennes skull .	L-W	train	1
Östling skriver om politiker som tycker att obligatorisk språkundervisning och prov på nynorska krävs för att skydda ett minoritets språk som har ett gammalt kulturarv knutet till sig .	O-Comp	train	1
Att ha så många olika typer av familjer är en rikedom , och förhoppningsvis kommer vi att ha förståelse för och välkomna in till samhället alla nya typer av familjemodeller som kommer i framtiden .	L-W	train	1
Avslutningsvis , mest betydelse i varje familj är att alltid vara tillsammans .	L-W	train	1
I A-land finns det många grupper som är utsatta eller som har fördomar om andra , till exempel bland sportmänniskor som följer or verkligen gillar basket .	L-FL	train	1
Det var början på en stor kärlek , tror jag .	L-Der	train	0
Efter en timme kom farsan  till rummet och knackade och sa att vi måste gå och köpa några saker från affären .	L-W	train	1
Jag tror inte att de följer någon speciell struktur och de har en bra regering där de har en kollektiv tanke och vill ha ett jämlikt land .	L-W	train	1
De har vuxit upp och lyssnat och lärt sig i olika sätt .	L-W	train	1
Min åsikt är att det bara är bra att ha individuella lektioner och att de ha en bra chans att lära sig mer än på en vanlig lektion .	L-W	train	1
När jag går i skogen känner jag att jag mår bra .	O-Comp	train	0
Om man vill ha en god relation måste man själv och ens partner också dela ansvar , behov och önskemål med varandra .	L-W	train	0
Om man har en bra utbildning , ett bra skolresultat och ett bra prestigefyllt jobba , dessa saker kan kallas lycka .	L-Der	train	1
Man betalar mycket på vintern , vilket är likadant som i Sverige .	L-W	train	0
Jag tror inte att religionen har någon roll för dessa lyckliga länders lycka .	L-W	train	1
De har vuxit upp och lyssnat och lärt sig på olika sätt .	L-W	train	0
Ingen fanns omkring dem , så vad måste Marre göra med det här problemet ?	L-W	train	1
För det andra brukar jag äta bullar med kaffet , men finns inga bullar i godisautomaten .	L-W	train	1
Det spelar ingen roll om det är sommar eller vinter men jag känner mycket lugn och glädje där .	L-W	train	0
Tillexempel , om jag dagligen åker till en borta plats långt , då kanske jag behöver köpa en bil .	O-Comp	train	1
Sist men inte minst utvecklas medierna alltid och ett av de största företagen i världen , som heter Apple , anger idag att den lilla smarta mobiltelefonen kommer att försvinna , och uret kommer att ersätta den med alltmer utveckling .	L-W	train	1
År 1986 dog den sista människan som talade det här språket , men det finns en professor som heter Peter Austin som kan några meningar på det .	L-W	train	0
Texten " Norge mot Noreg " är en text från Språktidningen 2009:3 av författaren Andreas Hermansson som beskriver språksituationen i Norges två största språk norskt bokmål och nynorska som är ett minoritetsspråk i Norge .	L-W	train	1
Nuförtiden avvaktar anknytningen mellan skolor och jobb och därför måste den förstärkas .	L-W	train	1
Hur går det för dig i skolan ?	L-W	train	0
Ett tidigare nämnt problem som nynorskan i Norge har tas upp i artikeln " Obligatoriska språkprov sliter på norsk tvåspråkighet " av Bengt Östling ( 11.11.2013 ) , där han har jämfört "tvångssvenska"-debatten i Finland med nynorska-debatten i Norge .	O-Comp	train	0
Biblioteket är jättestort och det finns många böcker och aktiviteter .	O-Comp	train	0
Först när Ester och Isak blir kära och sen när Anton hamnar i fel grupp människor på grund av att han söker gemenskap och känslan om att vara älskad som han då inte får från sina nära och kära .	L-W	train	1
Till sist är det bättre om det finns ett riktigt café i skolan än en automat , så att vi kan öva på hur man frågar eller pratar med andra på café .	L-W	train	0
Vi tyckte båda om film och musik och vi hade samma favoritsångare .	O-Comp	train	0
Vi hade många roliga träffar tillsammans , men vi kan träffas i framtiden och det kommer att bli kul , tror jag .	L-W	train	0
Det finns många affärer och resturanger nära , och Skolgatan tunnelbanestation ligger  bara 200 m bort att promenera till .	O-Comp	train	0
I A-land finns det många grupper som är utsatta eller som har fördomar om andra , till exempel i sportmänniskor som följer och verkligen gillar basket .	L-W	train	1
Samhället i Sverige och andra länder som är demokratiska drabbas hårt av svarta tjänster , och det finns olika former av svarta tjänster , exempelvis svartjobb , svart hyra och svart marknad .	L-W	train	0
Därför att de här människorna lever i ett avlångt land som behöver kommunicera för sina behov , och därför byggde de ett telefonnät med en bra prisnivå .	L-W	train	0
Efter några dagar av oro för sina barn var fågeln redo att flyga tillbaka till barnen , men när pojken såg att fågeln började kunna röra sin vinge satte han honom i en bur , men fågeln ville flyga tillbaka .	L-Der	train	0
Främst visas temat genom den kärlek syskonen har för varandra och hur år utav att ha levt isolerade liv har påverkat deras relation för varandra .	L-W	train	1
Att fatta så viktiga beslut som att välja vilket parti som ska styra landet innebär att man själv tar ansvar för sin framtid samt samhällets framtid .	L-W	train	1
Och de tror också att det är vanligare eftersom det finns många som jobbar svart och de behöver den svarta marknaden för att köpa eller sälja .	L-W	train	0
Bostaden ser jättebra ut med ett stort kök och ett vardagsrum med 2 stora balkonger , en som är ljus hela dagen på sommaren och den andra tyvärr inte , så det blir lite kallt där för det mesta .	L-W	train	0
Jag tycker om Sverige för att det är den platsen som jag vill leva på .	L-W	train	0
I slutet besegras monsterbjörnen , samtidigt som prinsessan , genom att välja sin stolthet och be modern om förlåtelse , lyckas häva förbannelsen .	L-W	train	1
Jag tycker att detta förslag är bättre för att han behöver många saker till sitt hem .	L-W	train	0
Därefter inträffade en revolution inom kommunikationsområdet i det tjugonde och tjugoförsta århundradet , såsom uppfinningen av tv och utvecklingen av internet i hela världen .	O-Comp	train	0
Däremot händer det på några länder att politiker visar självhävdelse och utnyttjar sin position i hierarkin .	L-W	train	1
Kalaset var jättetrivs för barnen och de var jättenöjda .	L-W	train	1
Det snabbaste sättet som man kunde kommunicera på tidigare var att skicka en person till en annan person för att leverera något , säga något viktigt eller sända en hälsning .	L-Der	train	0
Till exempel , studier visar att om en man går cirka 45 minuter varje dag är det 60 % mindre risk att han får säsongsförkylning .	L-W	train	0
Därefter berättar Björkqvist ( 2012 ) om de första mobila telefonerna som kom i Sverige under 50-talet .	L-W	train	1
Personer med hög status kunde klä sig med fina , dyra kläder medan de som inte tillhörde en " rik " samhällsklass inte kunde ha dyra kläder .	L-W	train	0
För det första måste jag stanna där för lite mer tid så jag kan inte börja på den här kursen .	L-W	train	1
Detta anleder till en kulturkrock , säger Nandorf .	L-Der	train	1
Till slut sov jag på soffan bredvid dem .	O-Comp	train	0
Om vi köper en fin salladsskål till honom kommer han att bli väldigt glad och han kan använda den nästan varenda dag .	L-Der	train	0
När jag anlände till skolan såg jag en tjej .	L-W	train	0
Vi sitter i båten och tar en öl .	L-W	train	0
Jag vill att de ska lära sig saker och studera i skolan utan att jag behöver tänka på dem hela tiden och rädd för dem .	L-W	train	1
David tycker om att laga mat på sin fritid .	L-W	train	0
Jonatan ska befria Orvar som är i Tengils fängelse , men Tengil vill inte .	L-W	train	0
Hon var retad i skolan och ville inte berätta för sina föräldrar för att det skulle bli farligt efteråt .	L-Der	train	0
De är i olika färger och i vattnet är det underbart .	L-W	train	0
Kanske framtidens unga medför en förbättring vad gäller politik för oss alla .	L-Der	train	0
Till slut , C-stad är hemma även om jag har flyttat till Sverige .	L-W	train	0
Uppfostran är huvudanledningen till att barns personlighet formas .	L-W	train	0
Religionen är det viktigaste i varje kultur och den påverkar alla människor och deras syn på lycka .	L-W	train	0
Den säger att kärleken är viktig och bland annat är tålmodighet och omtänksamhet och att kärleken är evig .	L-W	train	1
Vid dörren av katedralen såg jag en affisch som påminnde alla att man måste ha rätt klädsel för att gå in i kyrkan .	L-W	train	1
Det är en drama- och fantasi film som handlar om en målmedveten , viljestark och envis ung prinsessa som vill vara självständig och fri , men hennes konservativa mamma försöker ge henne en prinsessuppfostran .	O-Comp	train	1
Om jag får en inbjudan till fest brukar jag fråga mina vänner först om att låna en fin klänning eller provar att hyra en .	L-W	train	1
Enligt Björkqvist hade nästan alla i Sverige telefoner på 50-talet och några år sedan började mobiltelefoner att användas .	L-W	train	1
Om vi jämför då med nu vad gäller att kommunicera , kommer vi att märka en stor skillnad .	L-W	train	0
Hon resonerar om allt och jag tycker att hon är en bra tjej , trots sin bakgrund , men hon köpa .	L-W	train	1
Jag läste i en tidning att många flyktingar tvingar sina under 13 barn år att klä på sig slöja .	L-W	train	1
Hur viktigt hemmet är till mig visste jag inte förrän jag lämnade mitt hem och flyttade till Sverige till ett annat .	L-W	train	1
Pappan fick reda på att mamman var en björn nu , och efter det gick de till skogen innan solen skulle börja skina , och där förvandlades mamman tillbaka som en människa .	L-W	train	1
Du kan också bjuda in dina grannar till kaffe eller mat , och det blir en fin möjlighet att lära känna varandra .	L-W	train	1
Genom att läsa klädkoden kan jag direkt förstå vem någon är .	L-Der	train	1
Det beror på Sveriges bra regering och på att Sverige är ett jätterikt land i världen .	O-Comp	train	0
Du kan också träna på att svara på frågor , för det kan du söka på nätet om hur man kan svara på intervjufrågor .	L-Der	train	0
Jag vågar också påstå att detta fenomen faller under systems och lagens brott och att det är en av de mest felaktiga metoderna som många personer i samhället använder för att uppnå personliga vinster och intressen .	L-Der	train	1
Fattigdom är en av de främsta orsakerna som driver människor att överge sitt samvete och ändra sitt goda beteende .	L-W	train	0
Jag hoppas du gillar ditt nya liv på den nya stan .	L-W	train	1
Dessutom tillägger Maria Tolpannen att finlandssvenskarna har för stor makt i samhället i förhållande till deras andel av befolkningen .	L-W	train	0
När Alex blev inlåst i kylrummet och han var hungrig försökte han att äta en fryst korv , men hans tunga brann av kylan , och det upplevde jag när jag arbetade på en restaurang i mitt hemland .	L-Der	train	0
Därför kan det påverka samhället genom att alla utlänningar kommer att anpassa sig till det svenska samhället på väldigt kort tid .	L-W	train	0
Dessutom har vi de här föräldrarna som struntar i sina barns behov , och på grund av dessa slarviga föräldrar växer barn upp som inte har förstått att begreppet familj är viktigt .	L-Der	train	0
Å ena sidan kan det vara fel , men å andra sidan kan man använda de nya teknikerna på rätt sätt för att hjälpa människor eller sprida medvetenhet därigenom .	L-Der	train	0
Slutligen är vi i en ålder som använder teknik för allt oavsett de negativa sakerna och detta kallas tidevarvets hets .	L-W	train	0
Men det är svårt för mig , jag behöver pengar för att leva och betalning för mitt hus .	L-Der	train	1
Det kan skapa individualism och ensamhet då varje person i familjen hittar och lever i sin egen värld och bara känner sig fysiskt närvarande .	L-W	train	0
Jag tycker att romanen var väldigt bra och lärorik , för man behöver veta vad man ska göra om den här typen av problem skulle hända i verkligheten för mig eller någon annan : hur vi människor kan veta om nån berättar sanningen eller om personen har ett problem och hur vi kan undersöka det .	L-W	train	1
När jag kom in på bion tittade jag många människor som satt där .	L-W	train	1
Däremot skulle man konstatera att det inte är som det verkar .	L-W	train	1
De nya kommunikationssätten har medfört många möjligheter , till exempel telefonen gav oss helt nya möjligheter att hålla liv i kontakter även om det finns avstånd .	L-W	train	1
Det kommer att bli många arbetslösa och det kan påverka ekonomin också .	L-Der	train	0
När man säger ordet barn , är det som vi alltid tänker på lekande barn , skratt och förnöjsamhet .	L-W	train	0
Kläderna är för dem sistnämnda tecken på rikedom eller en fråga om klass eller social tillhörhet .	L-W	train	1
Det går inte som syskonen har förväntat sig eftersom storebrodern dör först , efter att han utfört ett hjältedåd och räddat sin lillebror från en brand , genom att hoppa ut från ett fönster med honom .	L-W	train	0
Jag tycker att det är bättre .	L-W	train	0
Där fanns många orsaker till varför det var så hemskt för Strindbergs familj .	L-W	train	1
En annan anledning till att vissa inte vill sänka rösträttsåldern är för att många tror att dagens ungdom inte är tillräckligt insatta i politik , och att de därför inte kommer nyttja sin röst på ett bra sätt .	L-Der	train	0
Romaner , serier , filmer och allt man kan komma på är inte alltid samma som dom andra .	L-W	train	1
